index,Unnamed: 0,url,RGB_x,Proportion_x,RGB_y,Proportion_y
Page_8_41,40,https://ak1.ostkcdn.com/images/products/22639076/L28247642.jpg?imwidth=480&impolicy=medium,"Rgb(r=151, g=155, b=159)",0.5913886351326224,"Rgb(r=251, g=251, b=251)",0.40861136486737754
Page_8_42,41,https://ak1.ostkcdn.com/images/products/22639105/L28247666.jpg?imwidth=480&impolicy=medium,"Rgb(r=162, g=53, b=89)",0.8201965091857181,"Rgb(r=133, g=34, b=63)",0.17980349081428193
Page_8_43,42,https://ak1.ostkcdn.com/images/products/22638895/L28247523.jpg?imwidth=480&impolicy=medium,"Rgb(r=199, g=85, b=128)",0.6800727770976763,"Rgb(r=166, g=63, b=97)",0.3199272229023237
Page_8_44,43,https://ak1.ostkcdn.com/images/products/22638948/L28247570.jpg?imwidth=480&impolicy=medium,"Rgb(r=58, g=66, b=100)",0.5185493082878538,"Rgb(r=52, g=59, b=91)",0.4814506917121462
Page_8_45,44,https://ak1.ostkcdn.com/images/products/21867364/L27560414.jpg?imwidth=480&impolicy=medium,"Rgb(r=248, g=227, b=225)",0.9843241087948963,"Rgb(r=222, g=180, b=172)",0.015675891205103737
Page_8_46,45,https://ak1.ostkcdn.com/images/products/20993317/L26787393.jpg?imwidth=480&impolicy=medium,"Rgb(r=244, g=244, b=244)",0.9918880208333334,"Rgb(r=184, g=184, b=184)",0.008111979166666667
Page_8_47,46,https://ak1.ostkcdn.com/images/products/12037231/L18908982.jpg?imwidth=480&impolicy=medium,"Rgb(r=149, g=167, b=149)",0.6825380548719351,"Rgb(r=254, g=254, b=254)",0.3174619451280649
Page_8_48,47,https://ak1.ostkcdn.com/images/products/22426101/L28058182.jpg?imwidth=480&impolicy=medium,"Rgb(r=228, g=225, b=221)",0.6311818439101349,"Rgb(r=162, g=144, b=135)",0.3688181560898652
Page_8_49,48,https://ak1.ostkcdn.com/images/products/8594607/L15865377.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6661439951047347,"Rgb(r=95, g=10, b=5)",0.33385600489526535
Page_8_50,49,https://ak1.ostkcdn.com/images/products/11097435/L18102920.jpg?imwidth=480&impolicy=medium,"Rgb(r=253, g=253, b=252)",0.5231499617587255,"Rgb(r=84, g=88, b=108)",0.4768500382412745
Page_8_51,50,https://ak1.ostkcdn.com/images/products/11852966/L18754139.jpg?imwidth=480&impolicy=medium,"Rgb(r=209, g=208, b=213)",0.6525229784048129,"Rgb(r=252, g=252, b=252)",0.3474770215951871
Page_8_52,51,https://ak1.ostkcdn.com/images/products/23144118/L28689607.jpg?imwidth=480&impolicy=medium,"Rgb(r=212, g=137, b=75)",0.7846336384999284,"Rgb(r=254, g=253, b=252)",0.21536636150007155
Page_8_53,52,https://ak1.ostkcdn.com/images/products/23143854/L28689486.jpg?imwidth=480&impolicy=medium,"Rgb(r=198, g=194, b=63)",0.5354153161024832,"Rgb(r=191, g=187, b=52)",0.46458468389751684
Page_8_54,53,https://ak1.ostkcdn.com/images/products/22638925/L28247534.jpg?imwidth=480&impolicy=medium,"Rgb(r=153, g=152, b=76)",0.5630637005776926,"Rgb(r=254, g=254, b=253)",0.43693629942230744
Page_8_55,54,https://ak1.ostkcdn.com/images/products/22610903/L28222568.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.7215012796462117,"Rgb(r=149, g=104, b=46)",0.2784987203537883
Page_8_56,55,https://ak1.ostkcdn.com/images/products/27703535/L32847725.jpg?imwidth=480&impolicy=medium,"Rgb(r=193, g=168, b=140)",0.5452896257857656,"Rgb(r=108, g=96, b=73)",0.4547103742142345
Page_8_57,56,https://ak1.ostkcdn.com/images/products/21754714/L27459934.jpg?imwidth=480&impolicy=medium,"Rgb(r=52, g=117, b=157)",0.6645177111364942,"Rgb(r=91, g=156, b=194)",0.33548228886350584
Page_8_58,57,https://ak1.ostkcdn.com/images/products/22639069/L28247633.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6804932998521509,"Rgb(r=144, g=147, b=148)",0.31950670014784915
Page_8_59,58,https://ak1.ostkcdn.com/images/products/22638888/L28247547.jpg?imwidth=480&impolicy=medium,"Rgb(r=248, g=245, b=237)",0.885362499363305,"Rgb(r=186, g=172, b=142)",0.11463750063669492
Page_8_60,59,https://ak1.ostkcdn.com/images/products/5643394/L13396314.jpg?imwidth=480&impolicy=medium,"Rgb(r=20, g=13, b=38)",0.6927230810438509,"Rgb(r=252, g=252, b=252)",0.30727691895614906
Page_9_1,0,https://ak1.ostkcdn.com/images/products/8896521/L16117135.jpg?imwidth=480&impolicy=medium,"Rgb(r=66, g=74, b=89)",0.5006909258406265,"Rgb(r=254, g=254, b=254)",0.49930907415937353
Page_9_2,1,https://ak1.ostkcdn.com/images/products/25434547/L30763283.jpg?imwidth=480&impolicy=medium,"Rgb(r=245, g=244, b=239)",0.7831288327603156,"Rgb(r=172, g=169, b=157)",0.2168711672396844
Page_9_3,2,https://ak1.ostkcdn.com/images/products/23591187/L29091830.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.5014725756343921,"Rgb(r=13, g=40, b=24)",0.49852742436560793
Page_9_4,3,https://ak1.ostkcdn.com/images/products/8101838/L15451923.jpg?imwidth=480&impolicy=medium,"Rgb(r=224, g=215, b=201)",0.5864026937310398,"Rgb(r=62, g=39, b=28)",0.41359730626896013
Page_9_5,4,https://ak1.ostkcdn.com/images/products/13571983/L20247992.jpg?imwidth=480&impolicy=medium,"Rgb(r=216, g=209, b=205)",0.7268167519533798,"Rgb(r=190, g=176, b=170)",0.2731832480466202
Page_9_6,5,https://ak1.ostkcdn.com/images/products/is/images/direct/3ed1087c1b717e2a01148be8708446a4893d373b/Handmade-Modern-Boho-Solid-Felt-Textured-Decorative-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=253)",0.5637035668083533,"Rgb(r=195, g=64, b=27)",0.4362964331916466
Page_9_7,6,https://ak1.ostkcdn.com/images/products/13571752/L20245451.jpg?imwidth=480&impolicy=medium,"Rgb(r=103, g=84, b=80)",0.5285187158785856,"Rgb(r=223, g=220, b=215)",0.47148128412141443
Page_9_8,7,https://ak1.ostkcdn.com/images/products/23432839/L28951501.jpg?imwidth=480&impolicy=medium,"Rgb(r=240, g=237, b=234)",0.8800477573060538,"Rgb(r=226, g=228, b=232)",0.11995224269394622
Page_9_9,8,https://ak1.ostkcdn.com/images/products/13572525/L20247993.jpg?imwidth=480&impolicy=medium,"Rgb(r=232, g=227, b=224)",0.6597892803321842,"Rgb(r=109, g=111, b=127)",0.3402107196678158
Page_9_10,9,https://ak1.ostkcdn.com/images/products/14630102/L21170670.jpg?imwidth=480&impolicy=medium,"Rgb(r=246, g=244, b=243)",0.9996527777777777,"Rgb(r=253, g=253, b=254)",0.00034722222222222224
Page_9_11,10,https://ak1.ostkcdn.com/images/products/20585482/L26429897.jpg?imwidth=480&impolicy=medium,"Rgb(r=243, g=237, b=233)",0.7106404277101581,"Rgb(r=186, g=166, b=152)",0.2893595722898419
Page_9_12,11,https://ak1.ostkcdn.com/images/products/25733901/L31032245.jpg?imwidth=480&impolicy=medium,"Rgb(r=223, g=221, b=217)",0.5837660682422344,"Rgb(r=169, g=166, b=159)",0.4162339317577656
Page_9_13,12,https://ak1.ostkcdn.com/images/products/17856689/L24044423.jpg?imwidth=480&impolicy=medium,"Rgb(r=183, g=164, b=145)",0.7004585227158961,"Rgb(r=202, g=199, b=193)",0.29954147728410385
Page_9_14,13,https://ak1.ostkcdn.com/images/products/8594246/L15865028.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6438967223138352,"Rgb(r=18, g=54, b=46)",0.3561032776861648
Page_9_15,14,https://ak1.ostkcdn.com/images/products/12777704/L19551170.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.5624124610814235,"Rgb(r=19, g=31, b=64)",0.43758753891857655
Page_9_16,15,https://ak1.ostkcdn.com/images/products/22840645/L28422180.jpg?imwidth=480&impolicy=medium,"Rgb(r=253, g=253, b=251)",0.9366862598323741,"Rgb(r=212, g=153, b=91)",0.06331374016762588
Page_9_17,16,https://ak1.ostkcdn.com/images/products/20878658/L26686460.jpg?imwidth=480&impolicy=medium,"Rgb(r=238, g=238, b=235)",0.664188733888658,"Rgb(r=46, g=41, b=40)",0.3358112661113421
Page_9_18,17,https://ak1.ostkcdn.com/images/products/is/images/direct/0f90b7e1eecef3204896628479be1ede915a62bb/Glam-Solid-Pink-Velvet-Textured-Decorative-Handmade-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.8990686533939318,"Rgb(r=87, g=5, b=43)",0.10093134660606821
Page_9_19,18,https://ak1.ostkcdn.com/images/products/10585916/L17660622.jpg?imwidth=480&impolicy=medium,"Rgb(r=58, g=114, b=121)",0.5554572079401237,"Rgb(r=121, g=174, b=180)",0.44454279205987635
Page_9_20,19,https://ak1.ostkcdn.com/images/products/4101339/Madrid-18-inch-Knife-Edge-Pillows-Set-of-2-L12112055.jpg?imwidth=480&impolicy=medium,"Rgb(r=144, g=86, b=53)",0.6142558095278371,"Rgb(r=198, g=144, b=102)",0.3857441904721629
Page_9_21,20,https://ak1.ostkcdn.com/images/products/11673548/L18601539.jpg?imwidth=480&impolicy=medium,"Rgb(r=247, g=245, b=243)",0.737551499112862,"Rgb(r=168, g=159, b=153)",0.262448500887138
Page_9_22,21,https://ak1.ostkcdn.com/images/products/20748451/L26570986.jpg?imwidth=480&impolicy=medium,"Rgb(r=250, g=250, b=249)",0.5220461933276305,"Rgb(r=23, g=33, b=56)",0.47795380667236953
Page_9_23,22,https://ak1.ostkcdn.com/images/products/2982514/L11134440.jpg?imwidth=480&impolicy=medium,"Rgb(r=25, g=26, b=30)",0.5526350344802604,"Rgb(r=254, g=254, b=254)",0.44736496551973953
Page_9_24,23,https://ak1.ostkcdn.com/images/products/19891266/L15867479.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6995811003720952,"Rgb(r=52, g=78, b=113)",0.3004188996279048
Page_9_25,24,https://ak1.ostkcdn.com/images/products/8869833/L16095529.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.757497011298135,"Rgb(r=120, g=36, b=44)",0.24250298870186507
Page_9_26,25,https://ak1.ostkcdn.com/images/products/11442149/L18402221.jpg?imwidth=480&impolicy=medium,"Rgb(r=248, g=248, b=248)",0.7527064440723487,"Rgb(r=90, g=96, b=104)",0.24729355592765132
Page_9_27,26,https://ak1.ostkcdn.com/images/products/5643373/L13396310.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6637652867343603,"Rgb(r=117, g=107, b=71)",0.33623471326563975
Page_9_28,27,https://ak1.ostkcdn.com/images/products/9513766/L16692446.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6075966335059986,"Rgb(r=205, g=167, b=103)",0.39240336649400137
Page_9_29,28,https://ak1.ostkcdn.com/images/products/14628570/L21169384.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=253)",0.8842168283982338,"Rgb(r=174, g=158, b=131)",0.11578317160176615
Page_9_30,29,https://ak1.ostkcdn.com/images/products/9242273/L16408453.jpg?imwidth=480&impolicy=medium,"Rgb(r=236, g=228, b=213)",0.8329754063312242,"Rgb(r=189, g=173, b=142)",0.16702459366877578
Page_9_31,30,https://ak1.ostkcdn.com/images/products/is/images/direct/e6f2ef14bb563a0adeffc8c48504c9f0ff7fafc3/Solid-Light-Brown-Handmade-Textured-Decorative-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"Rgb(r=250, g=247, b=244)",0.6670906766144233,"Rgb(r=118, g=95, b=77)",0.3329093233855766
Page_9_32,31,https://ak1.ostkcdn.com/images/products/is/images/direct/37cd433b3f209b490708d078ada3ba44973d02a0/Glam-Solid-Silver-Handmade-Textured-Decorative-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6396170503761113,"Rgb(r=101, g=96, b=98)",0.3603829496238888
Page_9_33,32,https://ak1.ostkcdn.com/images/products/is/images/direct/dd9f69478ae034b98a0f2220df08d0a66fce5085/Boho-Yellow-Gold-Fuzzy-Textured-Decorative-Handmade-Throw-Pillow-Cover%2C-12x20.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.8436918860722326,"Rgb(r=167, g=149, b=15)",0.15630811392776744
Page_9_34,33,https://ak1.ostkcdn.com/images/products/9730784/L16905525.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.710545568877844,"Rgb(r=208, g=176, b=29)",0.2894544311221559
Page_9_35,34,https://ak1.ostkcdn.com/images/products/8594459/L15865262.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6615162086275844,"Rgb(r=102, g=78, b=49)",0.3384837913724156
Page_9_36,35,https://ak1.ostkcdn.com/images/products/11442359/L18402335.jpg?imwidth=480&impolicy=medium,"Rgb(r=251, g=251, b=250)",0.6424530078728293,"Rgb(r=234, g=235, b=238)",0.35754699212717067
Page_9_37,36,https://ak1.ostkcdn.com/images/products/25722211/L31021357.jpg?imwidth=480&impolicy=medium,"Rgb(r=171, g=169, b=170)",0.585506006868811,"Rgb(r=166, g=164, b=162)",0.41449399313118895
Page_9_38,37,https://ak1.ostkcdn.com/images/products/12114892/L18975543.jpg?imwidth=480&impolicy=medium,"Rgb(r=246, g=246, b=244)",0.7380534780594348,"Rgb(r=169, g=158, b=143)",0.2619465219405652
Page_9_39,38,https://ak1.ostkcdn.com/images/products/21725039/L27433659.jpg?imwidth=480&impolicy=medium,"Rgb(r=230, g=226, b=219)",0.9362836422813391,"Rgb(r=189, g=183, b=172)",0.06371635771866094
Page_9_40,39,https://ak1.ostkcdn.com/images/products/28339027/L33413391.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6255135442436409,"Rgb(r=33, g=40, b=44)",0.3744864557563591
Page_9_41,40,https://ak1.ostkcdn.com/images/products/23128035/L28675910.jpg?imwidth=480&impolicy=medium,"Rgb(r=241, g=237, b=233)",0.7610853485609167,"Rgb(r=174, g=158, b=153)",0.23891465143908328
Page_9_42,41,https://ak1.ostkcdn.com/images/products/20111870/L26012040.jpg?imwidth=480&impolicy=medium,"Rgb(r=114, g=34, b=37)",0.6764071117810284,"Rgb(r=254, g=254, b=253)",0.3235928882189716
Page_9_43,42,https://ak1.ostkcdn.com/images/products/27550516/L32711756.jpg?imwidth=480&impolicy=medium,"Rgb(r=226, g=224, b=221)",0.7695265404542344,"Rgb(r=183, g=177, b=172)",0.2304734595457656
Page_9_44,43,https://ak1.ostkcdn.com/images/products/9090902/Haye-Aqua-Solid-18-inch-Throw-Pillow-L16280165.jpg?imwidth=480&impolicy=medium,"Rgb(r=144, g=159, b=154)",0.5862455915357486,"Rgb(r=254, g=254, b=254)",0.4137544084642514
Page_9_45,44,https://ak1.ostkcdn.com/images/products/22610893/L28222564.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.651160342488186,"Rgb(r=11, g=45, b=22)",0.34883965751181395
Page_9_46,45,https://ak1.ostkcdn.com/images/products/12613009/L19407030.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.7856237142421197,"Rgb(r=170, g=83, b=53)",0.21437628575788029
Page_9_47,46,https://ak1.ostkcdn.com/images/products/21235404/L27000251.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.7009058270543497,"Rgb(r=198, g=136, b=38)",0.2990941729456504
Page_9_48,47,https://ak1.ostkcdn.com/images/products/18041850/L24207365.jpg?imwidth=480&impolicy=medium,"Rgb(r=24, g=46, b=26)",0.6757800286850059,"Rgb(r=254, g=254, b=254)",0.32421997131499414
Page_9_49,48,https://ak1.ostkcdn.com/images/products/7529038/L14965687.jpg?imwidth=480&impolicy=medium,"Rgb(r=42, g=29, b=22)",0.5477811078211887,"Rgb(r=112, g=92, b=77)",0.4522188921788113
Page_9_50,49,https://ak1.ostkcdn.com/images/products/17877717/L24063417.jpg?imwidth=480&impolicy=medium,"Rgb(r=102, g=93, b=89)",0.5641857690360836,"Rgb(r=225, g=209, b=200)",0.4358142309639164
Page_9_51,50,https://ak1.ostkcdn.com/images/products/22814849/L28400610.jpg?imwidth=480&impolicy=medium,"Rgb(r=239, g=237, b=234)",0.6209661942507546,"Rgb(r=178, g=165, b=147)",0.37903380574924544
Page_9_52,51,https://ak1.ostkcdn.com/images/products/25580892/L30894829.jpg?imwidth=480&impolicy=medium,"Rgb(r=19, g=19, b=19)",0.5709517917502216,"Rgb(r=226, g=221, b=215)",0.42904820824977835
Page_9_53,52,https://ak1.ostkcdn.com/images/products/8698501/L15950109.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.643952764585688,"Rgb(r=66, g=47, b=35)",0.35604723541431205
Page_9_54,53,https://ak1.ostkcdn.com/images/products/25641870/L30949013.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.772967407108448,"Rgb(r=236, g=212, b=218)",0.22703259289155192
Page_9_55,54,https://ak1.ostkcdn.com/images/products/8564442/L15840354.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.7314414289484632,"Rgb(r=134, g=95, b=52)",0.2685585710515368
Page_9_56,55,https://ak1.ostkcdn.com/images/products/21493014/L27227118.jpg?imwidth=480&impolicy=medium,"Rgb(r=42, g=33, b=26)",0.549164804363471,"Rgb(r=165, g=158, b=149)",0.4508351956365289
Page_9_57,56,https://ak1.ostkcdn.com/images/products/20830973/L15257260.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6975294474078019,"Rgb(r=69, g=95, b=113)",0.3024705525921982
Page_9_58,57,https://ak1.ostkcdn.com/images/products/12038048/L18909822.jpg?imwidth=480&impolicy=medium,"Rgb(r=238, g=232, b=217)",0.8084466241208521,"Rgb(r=188, g=174, b=142)",0.19155337587914786
Page_9_59,58,https://ak1.ostkcdn.com/images/products/28036478/L33145405.jpg?imwidth=480&impolicy=medium,"Rgb(r=242, g=243, b=237)",0.7927158687016517,"Rgb(r=90, g=92, b=90)",0.20728413129834833
Page_9_60,59,https://ak1.ostkcdn.com/images/products/21723883/L27432327.jpg?imwidth=480&impolicy=medium,"Rgb(r=233, g=228, b=221)",0.9840017887832766,"Rgb(r=180, g=171, b=159)",0.01599821121672337
Page_10_1,0,https://ak1.ostkcdn.com/images/products/10302762/L17415879.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.5995141071719284,"Rgb(r=95, g=112, b=121)",0.40048589282807157
Page_10_2,1,https://ak1.ostkcdn.com/images/products/20111871/L26012044.jpg?imwidth=480&impolicy=medium,"Rgb(r=172, g=173, b=160)",0.5267970300396283,"Rgb(r=227, g=228, b=222)",0.4732029699603717
Page_10_3,2,https://ak1.ostkcdn.com/images/products/28311749/L33389193.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6486337586676376,"Rgb(r=74, g=131, b=144)",0.35136624133236233
Page_10_4,3,https://ak1.ostkcdn.com/images/products/21235572/L27000399.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6811500264905141,"Rgb(r=246, g=100, b=160)",0.31884997350948585
Page_10_5,4,https://ak1.ostkcdn.com/images/products/8896547/L16117143.jpg?imwidth=480&impolicy=medium,"Rgb(r=253, g=253, b=253)",0.6669392244756912,"Rgb(r=112, g=79, b=59)",0.33306077552430874
Page_10_6,5,https://ak1.ostkcdn.com/images/products/21235269/L27000139.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.5846038576618409,"Rgb(r=127, g=163, b=152)",0.4153961423381591
Page_10_7,6,https://ak1.ostkcdn.com/images/products/25581346/L30895222.jpg?imwidth=480&impolicy=medium,"Rgb(r=228, g=222, b=217)",0.9439558320289549,"Rgb(r=240, g=236, b=237)",0.05604416797104504
Page_10_8,7,https://ak1.ostkcdn.com/images/products/11586380/L18526892.jpg?imwidth=480&impolicy=medium,"Rgb(r=241, g=236, b=229)",0.7031702291402895,"Rgb(r=195, g=150, b=132)",0.2968297708597105
Page_10_9,8,https://ak1.ostkcdn.com/images/products/22704559/L28304665.jpg?imwidth=480&impolicy=medium,"Rgb(r=89, g=78, b=71)",0.5372673485933107,"Rgb(r=95, g=99, b=109)",0.46273265140668934
Page_10_10,9,https://ak1.ostkcdn.com/images/products/9943650/L17098484.jpg?imwidth=480&impolicy=medium,"Rgb(r=249, g=248, b=247)",0.7654474545804713,"Rgb(r=135, g=83, b=62)",0.2345525454195288
Page_10_11,10,https://ak1.ostkcdn.com/images/products/18536555/L24643966.jpg?imwidth=480&impolicy=medium,"Rgb(r=252, g=251, b=250)",0.6183008575332738,"Rgb(r=174, g=163, b=148)",0.3816991424667262
Page_10_12,11,https://ak1.ostkcdn.com/images/products/8610392/Austin-Horn-Classics-Toulouse-Luxury-Down-Fill-Fur-Pillow-L15878149.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.7102504008881214,"Rgb(r=213, g=83, b=80)",0.28974959911187864
Page_10_13,12,https://ak1.ostkcdn.com/images/products/23585743/L29086909.jpg?imwidth=480&impolicy=medium,"Rgb(r=252, g=252, b=252)",0.511840691254465,"Rgb(r=215, g=215, b=219)",0.488159308745535
Page_10_14,13,https://ak1.ostkcdn.com/images/products/9012716/Michael-Amini-Black-Sequined-Accent-Pillow-L16214678.jpg?imwidth=480&impolicy=medium,"Rgb(r=253, g=253, b=253)",0.7000741952760703,"Rgb(r=18, g=18, b=18)",0.2999258047239297
Page_10_15,14,https://ak1.ostkcdn.com/images/products/9551294/L16732101.jpg?imwidth=480&impolicy=medium,"Rgb(r=235, g=234, b=232)",0.9608393963294134,"Rgb(r=228, g=226, b=227)",0.03916060367058657
Page_10_16,15,https://ak1.ostkcdn.com/images/products/8557408/L15834555.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.5838105791672387,"Rgb(r=134, g=26, b=22)",0.4161894208327613
Page_10_17,16,https://ak1.ostkcdn.com/images/products/11682720/L18609559.jpg?imwidth=480&impolicy=medium,"Rgb(r=242, g=242, b=240)",0.8139028979526172,"Rgb(r=168, g=165, b=156)",0.1860971020473829
Page_10_18,17,https://ak1.ostkcdn.com/images/products/12391387/L19212945.jpg?imwidth=480&impolicy=medium,"Rgb(r=169, g=163, b=152)",0.5480509945570153,"Rgb(r=249, g=248, b=248)",0.4519490054429846
Page_10_19,18,https://ak1.ostkcdn.com/images/products/20111867/L26012042.jpg?imwidth=480&impolicy=medium,"Rgb(r=216, g=205, b=124)",0.5790259702476774,"Rgb(r=192, g=178, b=105)",0.42097402975232256
Page_10_20,19,https://ak1.ostkcdn.com/images/products/22839859/L28421481.jpg?imwidth=480&impolicy=medium,"Rgb(r=251, g=250, b=245)",0.8035529444677577,"Rgb(r=209, g=154, b=81)",0.19644705553224226
Page_10_21,20,https://ak1.ostkcdn.com/images/products/18047401/L24212270.jpg?imwidth=480&impolicy=medium,"Rgb(r=239, g=239, b=239)",0.8303588096116694,"Rgb(r=180, g=180, b=180)",0.16964119038833056
Page_10_22,21,https://ak1.ostkcdn.com/images/products/17127935/L23395157.jpg?imwidth=480&impolicy=medium,"Rgb(r=48, g=44, b=41)",0.699437392476868,"Rgb(r=174, g=167, b=158)",0.300562607523132
Page_10_23,22,https://ak1.ostkcdn.com/images/products/18778763/L24849049.jpg?imwidth=480&impolicy=medium,"Rgb(r=240, g=219, b=209)",0.9342460939611829,"Rgb(r=225, g=180, b=165)",0.0657539060388171
Page_10_24,23,https://ak1.ostkcdn.com/images/products/14391093/L20962405.jpg?imwidth=480&impolicy=medium,"Rgb(r=120, g=90, b=51)",0.5479909876079609,"Rgb(r=254, g=254, b=254)",0.45200901239203906
Page_10_25,24,https://ak1.ostkcdn.com/images/products/21235084/L26999976.jpg?imwidth=480&impolicy=medium,"Rgb(r=254, g=254, b=254)",0.6009178531144557,"Rgb(r=76, g=182, b=206)",0.3990821468855443
Page_10_26,25,https://ak1.ostkcdn.com/images/products/is/images/direct/b52398847743fa1abbbf82076f24d541d17f6ab4/Textured-Solid-Grey-Modern-Boho-Decorative-Handmade-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"Rgb(r=253, g=253, b=253)",0.7942644548355972,"Rgb(r=93, g=93, b=96)",0.20573554516440287
Page_10_27,26,https://ak1.ostkcdn.com/images/products/27880109/L33006189.jpg?imwidth=480&impolicy=medium,"Rgb(r=249, g=249, b=249)",0.6494322412509308,"Rgb(r=186, g=161, b=164)",0.35056775874906926
Page_10_28,27,https://ak1.ostkcdn.com/images/products/9242256/L16408450.jpg?imwidth=480&impolicy=medium,"Rgb(r=230, g=230, b=223)",0.7965109126251815,"Rgb(r=175, g=174, b=163)",0.20348908737481852
Page_10_29,28,https://ak1.ostkcdn.com/images/products/27983665/L33098716.jpg?imwidth=480&impolicy=medium,"Rgb(r=242, g=242, b=241)",0.7893369528730096,"Rgb(r=169, g=167, b=164)",0.21066304712699038
Page_10_30,29,https://ak1.ostkcdn.com/images/products/11484013/L18438351.jpg?imwidth=480&impolicy=medium,"Rgb(r=225, g=219, b=217)",0.9349961001205417,"Rgb(r=214, g=206, b=207)",0.06500389987945827
Page_10_31,30,https://ak1.ostkcdn.com/images/products/9273410/L16437094.jpg?imwidth=480&impolicy=medium,"Rgb(r=239, g=235, b=220)",0.993425893273078,"Rgb(r=252, g=251, b=252)",0.006574106726922055
Page_10_32,31,https://ak1.ostkcdn.com/images/products/23432840/L28951502.jpg?imwidth=480&impolicy=medium,"Rgb(r=232, g=230, b=228)",0.6656911112969311,"Rgb(r=173, g=165, b=160)",0.3343088887030688
Page_10_33,32,https://ak1.ostkcdn.com/images/products/22611718/L28223214.jpg?imwidth=480&impolicy=medium,"Rgb(r=144, g=96, b=17)",0.6549074291603829,"Rgb(r=192, g=151, b=33)",0.34509257083961714
Page_10_34,33,https://ak1.ostkcdn.com/images/products/18778843/L24849092.jpg?imwidth=480&impolicy=medium,"Rgb(r=199, g=153, b=133)",0.5101146234440763,"Rgb(r=251, g=248, b=246)",0.4898853765559237
Page_10_35,34,https://ak1.ostkcdn.com/images/products/20301064/L26178834.jpg?imwidth=480&impolicy=medium,"Rgb(r=215, g=211, b=208)",0.6380319528623899,"Rgb(r=113, g=104, b=109)",0.36196804713761016
Page_10_36,35,https://ak1.ostkcdn.com/images/products/22544211/L28163389.jpg?imwidth=480&impolicy=medium,"Rgb(r=252, g=252, b=252)",0.6415880127482914,"Rgb(r=168, g=163, b=159)",0.3584119872517086
Page_10_37,36,https://ak1.ostkcdn.com/images/products/12114879/L18975541.jpg?imwidth=480&impolicy=medium,"Rgb(r=229, g=229, b=226)",0.7514444744039136,"Rgb(r=175, g=175, b=170)",0.24855552559608643
Page_10_38,37,https://ak1.ostkcdn.com/images/products/7576265/7576265/Sweet-Serona-18-inch-Brown-Decorative-Pillows-Set-of-2-L15004367.jpeg?imwidth=480&impolicy=medium,"Rgb(r=68, g=54, b=45)",0.6034789320615843,"Rgb(r=89, g=74, b=62)",0.39652106793841574
Page_10_39,38,https://ak1.ostkcdn.com/images/products/9777034/L16946987.jpg?imwidth=480&impolicy=medium,"Rgb(r=188, g=158, b=138)",0.6802567266660692,"Rgb(r=202, g=208, b=219)",0.3197432733339308
