index,Unnamed: 0,url,RGB_x,Proportion_x,RGB_y,Proportion_y,location-on-pltt,match1,match2,match3,palette_name,position_on_pltt
Page_9_13,12,https://ak1.ostkcdn.com/images/products/17856689/L24044423.jpg?imwidth=480&impolicy=medium,"(183, 164, 145)",0.7004585227158961,"(202, 199, 193)",0.29954147728410385,"[2581, 2]",1058,1516,1044,Research Readings,2
Page_9_14,13,https://ak1.ostkcdn.com/images/products/8594246/L15865028.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6438967223138352,"(18, 54, 46)",0.3561032776861648,"[684, 0]",645,886,1252,Morning Sun,0
Page_9_15,14,https://ak1.ostkcdn.com/images/products/12777704/L19551170.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5624124610814235,"(19, 31, 64)",0.43758753891857655,"[684, 0]",374,159,275,Morning Sun,0
Page_9_16,15,https://ak1.ostkcdn.com/images/products/22840645/L28422180.jpg?imwidth=480&impolicy=medium,"(253, 253, 251)",0.936686259832374,"(212, 153, 91)",0.06331374016762588,"[1754, 1]",161,605,118,Timber Lodge,1
Page_9_17,16,https://ak1.ostkcdn.com/images/products/20878658/L26686460.jpg?imwidth=480&impolicy=medium,"(238, 238, 235)",0.664188733888658,"(46, 41, 40)",0.3358112661113421,"[3056, 2]",1676,1345,1060,Photographer's Instinct,2
Page_9_18,17,https://ak1.ostkcdn.com/images/products/is/images/direct/0f90b7e1eecef3204896628479be1ede915a62bb/Glam-Solid-Pink-Velvet-Textured-Decorative-Handmade-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.8990686533939318,"(87, 5, 43)",0.1009313466060682,"[684, 0]",1239,1674,441,Morning Sun,0
Page_9_19,18,https://ak1.ostkcdn.com/images/products/10585916/L17660622.jpg?imwidth=480&impolicy=medium,"(58, 114, 121)",0.5554572079401237,"(121, 174, 180)",0.4445427920598764,"[545, 0]",26,1044,173,Fog Over Water,0
Page_9_20,19,https://ak1.ostkcdn.com/images/products/4101339/Madrid-18-inch-Knife-Edge-Pillows-Set-of-2-L12112055.jpg?imwidth=480&impolicy=medium,"(144, 86, 53)",0.6142558095278371,"(198, 144, 102)",0.3857441904721629,"[2111, 0]",1025,1444,1425,Picked Apples,0
Page_9_21,20,https://ak1.ostkcdn.com/images/products/11673548/L18601539.jpg?imwidth=480&impolicy=medium,"(247, 245, 243)",0.737551499112862,"(168, 159, 153)",0.262448500887138,"[1756, 3]",1516,455,1818,Afternoon Fast Break,3
Page_9_22,21,https://ak1.ostkcdn.com/images/products/20748451/L26570986.jpg?imwidth=480&impolicy=medium,"(250, 250, 249)",0.5220461933276305,"(23, 33, 56)",0.4779538066723695,"[2664, 0]",1352,148,1352,Train Assembly,0
Page_9_23,22,https://ak1.ostkcdn.com/images/products/2982514/L11134440.jpg?imwidth=480&impolicy=medium,"(25, 26, 30)",0.5526350344802604,"(254, 254, 254)",0.4473649655197395,"[433, 1]",71,1490,123,Calming Fires,1
Page_9_24,23,https://ak1.ostkcdn.com/images/products/19891266/L15867479.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6995811003720952,"(52, 78, 113)",0.3004188996279048,"[684, 0]",570,1516,1514,Morning Sun,0
Page_9_25,24,https://ak1.ostkcdn.com/images/products/8869833/L16095529.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.7574970112981351,"(120, 36, 44)",0.2425029887018651,"[684, 0]",917,1330,378,Morning Sun,0
Page_9_26,25,https://ak1.ostkcdn.com/images/products/11442149/L18402221.jpg?imwidth=480&impolicy=medium,"(248, 248, 248)",0.7527064440723487,"(90, 96, 104)",0.2472935559276513,"[298, 0]",1448,620,1016,Hawaiian Blossom,0
Page_9_27,26,https://ak1.ostkcdn.com/images/products/5643373/L13396310.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6637652867343603,"(117, 107, 71)",0.3362347132656397,"[684, 0]",970,847,1516,Morning Sun,0
Page_9_28,27,https://ak1.ostkcdn.com/images/products/9513766/L16692446.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6075966335059986,"(205, 167, 103)",0.39240336649400137,"[684, 0]",359,1041,1187,Morning Sun,0
Page_9_29,28,https://ak1.ostkcdn.com/images/products/14628570/L21169384.jpg?imwidth=480&impolicy=medium,"(254, 254, 253)",0.8842168283982338,"(174, 158, 131)",0.11578317160176615,"[3063, 1]",583,400,1060,Rustic Bridal Bouquet,1
Page_9_30,29,https://ak1.ostkcdn.com/images/products/9242273/L16408453.jpg?imwidth=480&impolicy=medium,"(236, 228, 213)",0.8329754063312242,"(189, 173, 142)",0.16702459366877578,"[912, 3]",1352,197,365,Typewriting Mood,3
Page_9_31,30,https://ak1.ostkcdn.com/images/products/is/images/direct/e6f2ef14bb563a0adeffc8c48504c9f0ff7fafc3/Solid-Light-Brown-Handmade-Textured-Decorative-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"(250, 247, 244)",0.6670906766144233,"(118, 95, 77)",0.3329093233855766,"[390, 1]",455,936,1404,Letters of Affection,1
Page_9_32,31,https://ak1.ostkcdn.com/images/products/is/images/direct/37cd433b3f209b490708d078ada3ba44973d02a0/Glam-Solid-Silver-Handmade-Textured-Decorative-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6396170503761113,"(101, 96, 98)",0.3603829496238888,"[684, 0]",1150,806,1296,Morning Sun,0
Page_9_33,32,https://ak1.ostkcdn.com/images/products/is/images/direct/dd9f69478ae034b98a0f2220df08d0a66fce5085/Boho-Yellow-Gold-Fuzzy-Textured-Decorative-Handmade-Throw-Pillow-Cover%2C-12x20.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.8436918860722326,"(167, 149, 15)",0.15630811392776744,"[684, 0]",1009,1587,1448,Morning Sun,0
Page_9_34,33,https://ak1.ostkcdn.com/images/products/9730784/L16905525.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.710545568877844,"(208, 176, 29)",0.2894544311221559,"[684, 0]",78,189,424,Morning Sun,0
Page_9_35,34,https://ak1.ostkcdn.com/images/products/8594459/L15865262.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6615162086275844,"(102, 78, 49)",0.3384837913724156,"[684, 0]",421,479,123,Morning Sun,0
Page_9_36,35,https://ak1.ostkcdn.com/images/products/11442359/L18402335.jpg?imwidth=480&impolicy=medium,"(251, 251, 250)",0.6424530078728293,"(234, 235, 238)",0.3575469921271707,"[342, 1]",1034,1009,1388,Style and Grace,1
Page_9_37,36,https://ak1.ostkcdn.com/images/products/25722211/L31021357.jpg?imwidth=480&impolicy=medium,"(171, 169, 170)",0.585506006868811,"(166, 164, 162)",0.41449399313118895,"[291, 3]",1667,1748,1215,Cuddle Weather,3
Page_9_38,37,https://ak1.ostkcdn.com/images/products/12114892/L18975543.jpg?imwidth=480&impolicy=medium,"(246, 246, 244)",0.7380534780594348,"(169, 158, 143)",0.2619465219405652,"[2819, 1]",1466,577,1529,Twilight Streetlight,1
Page_9_39,38,https://ak1.ostkcdn.com/images/products/21725039/L27433659.jpg?imwidth=480&impolicy=medium,"(230, 226, 219)",0.9362836422813392,"(189, 183, 172)",0.06371635771866094,"[2259, 0]",1225,1813,1256,Springtime Planning,0
Page_9_40,39,https://ak1.ostkcdn.com/images/products/28339027/L33413391.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6255135442436409,"(33, 40, 44)",0.3744864557563591,"[684, 0]",1330,1100,183,Morning Sun,0
Page_9_41,40,https://ak1.ostkcdn.com/images/products/23128035/L28675910.jpg?imwidth=480&impolicy=medium,"(241, 237, 233)",0.7610853485609167,"(174, 158, 153)",0.2389146514390833,"[1739, 1]",381,1190,1667,Citrus Abundance,1
Page_9_42,41,https://ak1.ostkcdn.com/images/products/20111870/L26012040.jpg?imwidth=480&impolicy=medium,"(114, 34, 37)",0.6764071117810284,"(254, 254, 253)",0.3235928882189716,"[649, 0]",1025,421,1067,Summer Sting,0
Page_9_43,42,https://ak1.ostkcdn.com/images/products/27550516/L32711756.jpg?imwidth=480&impolicy=medium,"(226, 224, 221)",0.7695265404542344,"(183, 177, 172)",0.2304734595457656,"[1197, 1]",1575,173,1352,Feel the Rush,1
Page_9_44,43,https://ak1.ostkcdn.com/images/products/9090902/Haye-Aqua-Solid-18-inch-Throw-Pillow-L16280165.jpg?imwidth=480&impolicy=medium,"(144, 159, 154)",0.5862455915357486,"(254, 254, 254)",0.4137544084642514,"[765, 0]",426,1212,400,Crossing the Bridge,0
Page_9_45,44,https://ak1.ostkcdn.com/images/products/22610893/L28222564.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6511603424881861,"(11, 45, 22)",0.34883965751181395,"[684, 0]",521,1474,203,Morning Sun,0
Page_9_46,45,https://ak1.ostkcdn.com/images/products/12613009/L19407030.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.7856237142421197,"(170, 83, 53)",0.21437628575788029,"[684, 0]",1448,1680,1201,Morning Sun,0
Page_9_47,46,https://ak1.ostkcdn.com/images/products/21235404/L27000251.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.7009058270543497,"(198, 136, 38)",0.2990941729456504,"[684, 0]",387,1679,1009,Morning Sun,0
Page_9_48,47,https://ak1.ostkcdn.com/images/products/18041850/L24207365.jpg?imwidth=480&impolicy=medium,"(24, 46, 26)",0.6757800286850059,"(254, 254, 254)",0.3242199713149941,"[3159, 0]",336,464,1806,A Juicy Bunch,0
Page_9_49,48,https://ak1.ostkcdn.com/images/products/7529038/L14965687.jpg?imwidth=480&impolicy=medium,"(42, 29, 22)",0.5477811078211887,"(112, 92, 77)",0.4522188921788113,"[1082, 0]",1327,1118,381,At the Station,0
Page_9_50,49,https://ak1.ostkcdn.com/images/products/17877717/L24063417.jpg?imwidth=480&impolicy=medium,"(102, 93, 89)",0.5641857690360836,"(225, 209, 200)",0.4358142309639164,"[1681, 3]",1320,1215,1334,Lemon Squeeze,3
Page_9_51,50,https://ak1.ostkcdn.com/images/products/22814849/L28400610.jpg?imwidth=480&impolicy=medium,"(239, 237, 234)",0.6209661942507546,"(178, 165, 147)",0.37903380574924544,"[2443, 1]",365,26,1116,Summer Style,1
Page_9_52,51,https://ak1.ostkcdn.com/images/products/25580892/L30894829.jpg?imwidth=480&impolicy=medium,"(19, 19, 19)",0.5709517917502216,"(226, 221, 215)",0.4290482082497784,"[1857, 3]",1774,123,123,Stark Contrast,3
Page_9_53,52,https://ak1.ostkcdn.com/images/products/8698501/L15950109.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.643952764585688,"(66, 47, 35)",0.35604723541431205,"[684, 0]",694,26,1058,Morning Sun,0
Page_9_54,53,https://ak1.ostkcdn.com/images/products/25641870/L30949013.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.772967407108448,"(236, 212, 218)",0.2270325928915519,"[684, 0]",1414,400,1573,Morning Sun,0
Page_9_55,54,https://ak1.ostkcdn.com/images/products/8564442/L15840354.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.7314414289484632,"(134, 95, 52)",0.2685585710515368,"[684, 0]",1748,1038,211,Morning Sun,0
Page_9_56,55,https://ak1.ostkcdn.com/images/products/21493014/L27227118.jpg?imwidth=480&impolicy=medium,"(42, 33, 26)",0.5491648043634709,"(165, 158, 149)",0.4508351956365289,"[2701, 0]",1748,1038,211,Coffee Stain,0
Page_9_57,56,https://ak1.ostkcdn.com/images/products/20830973/L15257260.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6975294474078019,"(69, 95, 113)",0.3024705525921982,"[684, 0]",920,1516,123,Morning Sun,0
Page_9_58,57,https://ak1.ostkcdn.com/images/products/12038048/L18909822.jpg?imwidth=480&impolicy=medium,"(238, 232, 217)",0.8084466241208521,"(188, 174, 142)",0.19155337587914786,"[2098, 3]",738,630,1587,Love of Tradition,3
Page_9_59,58,https://ak1.ostkcdn.com/images/products/28036478/L33145405.jpg?imwidth=480&impolicy=medium,"(242, 243, 237)",0.7927158687016517,"(90, 92, 90)",0.20728413129834836,"[2571, 3]",102,381,1352,Line of Roses,3
Page_9_60,59,https://ak1.ostkcdn.com/images/products/21723883/L27432327.jpg?imwidth=480&impolicy=medium,"(233, 228, 221)",0.9840017887832766,"(180, 171, 159)",0.01599821121672337,"[2834, 3]",102,1806,928,Plate of Berries,3
Page_10_1,0,https://ak1.ostkcdn.com/images/products/10302762/L17415879.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5995141071719284,"(95, 112, 121)",0.4004858928280716,"[684, 0]",943,1287,1202,Morning Sun,0
Page_10_2,1,https://ak1.ostkcdn.com/images/products/20111871/L26012044.jpg?imwidth=480&impolicy=medium,"(172, 173, 160)",0.5267970300396283,"(227, 228, 222)",0.4732029699603717,"[2870, 2]",1376,203,1352,Uncovered Mattresses,2
Page_10_3,2,https://ak1.ostkcdn.com/images/products/28311749/L33389193.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6486337586676376,"(74, 131, 144)",0.35136624133236233,"[684, 0]",105,203,1034,Morning Sun,0
Page_10_4,3,https://ak1.ostkcdn.com/images/products/21235572/L27000399.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6811500264905141,"(246, 100, 160)",0.31884997350948585,"[684, 0]",83,289,132,Morning Sun,0
Page_10_5,4,https://ak1.ostkcdn.com/images/products/8896547/L16117143.jpg?imwidth=480&impolicy=medium,"(253, 253, 253)",0.6669392244756912,"(112, 79, 59)",0.33306077552430874,"[513, 1]",1352,161,936,Makeshift Slumber,1
Page_10_6,5,https://ak1.ostkcdn.com/images/products/21235269/L27000139.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5846038576618409,"(127, 163, 152)",0.4153961423381591,"[684, 0]",1020,901,463,Morning Sun,0
Page_10_7,6,https://ak1.ostkcdn.com/images/products/25581346/L30895222.jpg?imwidth=480&impolicy=medium,"(228, 222, 217)",0.9439558320289548,"(240, 236, 237)",0.056044167971045035,"[2895, 3]",810,895,1474,Smooth Piano Keys,3
Page_10_8,7,https://ak1.ostkcdn.com/images/products/11586380/L18526892.jpg?imwidth=480&impolicy=medium,"(241, 236, 229)",0.7031702291402895,"(195, 150, 132)",0.2968297708597105,"[274, 0]",702,1538,1642,Hello There Neighbor,0
Page_10_9,8,https://ak1.ostkcdn.com/images/products/22704559/L28304665.jpg?imwidth=480&impolicy=medium,"(89, 78, 71)",0.5372673485933107,"(95, 99, 109)",0.4627326514066893,"[220, 3]",288,502,702,Morning Espresso,3
Page_10_10,9,https://ak1.ostkcdn.com/images/products/9943650/L17098484.jpg?imwidth=480&impolicy=medium,"(249, 248, 247)",0.7654474545804713,"(135, 83, 62)",0.2345525454195288,"[298, 0]",1202,905,1448,Hawaiian Blossom,0
Page_10_11,10,https://ak1.ostkcdn.com/images/products/18536555/L24643966.jpg?imwidth=480&impolicy=medium,"(252, 251, 250)",0.6183008575332738,"(174, 163, 148)",0.3816991424667262,"[342, 1]",89,212,1055,Style and Grace,1
Page_10_12,11,https://ak1.ostkcdn.com/images/products/8610392/Austin-Horn-Classics-Toulouse-Luxury-Down-Fill-Fur-Pillow-L15878149.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.7102504008881214,"(213, 83, 80)",0.28974959911187864,"[684, 0]",102,1642,1218,Morning Sun,0
Page_10_13,12,https://ak1.ostkcdn.com/images/products/23585743/L29086909.jpg?imwidth=480&impolicy=medium,"(252, 252, 252)",0.5118406912544651,"(215, 215, 219)",0.4881593087455349,"[1241, 3]",603,912,802,Cherry Blossom Branch,3
Page_10_14,13,https://ak1.ostkcdn.com/images/products/9012716/Michael-Amini-Black-Sequined-Accent-Pillow-L16214678.jpg?imwidth=480&impolicy=medium,"(253, 253, 253)",0.7000741952760703,"(18, 18, 18)",0.2999258047239297,"[513, 1]",1721,1352,1345,Makeshift Slumber,1
Page_10_15,14,https://ak1.ostkcdn.com/images/products/9551294/L16732101.jpg?imwidth=480&impolicy=medium,"(235, 234, 232)",0.9608393963294134,"(228, 226, 227)",0.03916060367058657,"[2680, 2]",1806,1460,1721,Bridal Bouquet,2
Page_10_16,15,https://ak1.ostkcdn.com/images/products/8557408/L15834555.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5838105791672387,"(134, 26, 22)",0.4161894208327613,"[684, 0]",1285,558,1511,Morning Sun,0
Page_10_17,16,https://ak1.ostkcdn.com/images/products/11682720/L18609559.jpg?imwidth=480&impolicy=medium,"(242, 242, 240)",0.8139028979526172,"(168, 165, 156)",0.1860971020473829,"[2828, 1]",175,1443,1255,Coffee Serenity,1
Page_10_18,17,https://ak1.ostkcdn.com/images/products/12391387/L19212945.jpg?imwidth=480&impolicy=medium,"(169, 163, 152)",0.5480509945570153,"(249, 248, 248)",0.4519490054429846,"[1449, 2]",1748,105,1437,House on Water,2
Page_10_19,18,https://ak1.ostkcdn.com/images/products/20111867/L26012042.jpg?imwidth=480&impolicy=medium,"(216, 205, 124)",0.5790259702476774,"(192, 178, 105)",0.42097402975232256,"[670, 3]",1806,830,1333,Sun-bathed Pelican,3
Page_10_20,19,https://ak1.ostkcdn.com/images/products/22839859/L28421481.jpg?imwidth=480&impolicy=medium,"(251, 250, 245)",0.8035529444677577,"(209, 154, 81)",0.19644705553224226,"[1217, 2]",1449,377,478,Summer Backyard,2
Page_10_21,20,https://ak1.ostkcdn.com/images/products/18047401/L24212270.jpg?imwidth=480&impolicy=medium,"(239, 239, 239)",0.8303588096116694,"(180, 180, 180)",0.16964119038833056,"[1369, 2]",589,659,1320,Cup Half-Empty,2
Page_10_22,21,https://ak1.ostkcdn.com/images/products/17127935/L23395157.jpg?imwidth=480&impolicy=medium,"(48, 44, 41)",0.6994373924768679,"(174, 167, 158)",0.300562607523132,"[1687, 0]",479,1119,26,Jungle at Noon,0
Page_10_23,22,https://ak1.ostkcdn.com/images/products/18778763/L24849049.jpg?imwidth=480&impolicy=medium,"(240, 219, 209)",0.9342460939611829,"(225, 180, 165)",0.0657539060388171,"[2505, 1]",378,1034,1721,Orchid Perfume,1
Page_10_24,23,https://ak1.ostkcdn.com/images/products/14391093/L20962405.jpg?imwidth=480&impolicy=medium,"(120, 90, 51)",0.5479909876079609,"(254, 254, 254)",0.4520090123920391,"[1997, 0]",1287,378,480,Foggy Mountains Beyond,0
Page_10_25,24,https://ak1.ostkcdn.com/images/products/21235084/L26999976.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6009178531144557,"(76, 182, 206)",0.3990821468855443,"[684, 0]",463,392,462,Morning Sun,0
Page_10_26,25,https://ak1.ostkcdn.com/images/products/is/images/direct/b52398847743fa1abbbf82076f24d541d17f6ab4/Textured-Solid-Grey-Modern-Boho-Decorative-Handmade-Throw-Pillow-Cover.jpg?imwidth=480&impolicy=medium,"(253, 253, 253)",0.7942644548355972,"(93, 93, 96)",0.20573554516440287,"[513, 1]",131,912,1790,Makeshift Slumber,1
Page_10_27,26,https://ak1.ostkcdn.com/images/products/27880109/L33006189.jpg?imwidth=480&impolicy=medium,"(249, 249, 249)",0.6494322412509308,"(186, 161, 164)",0.3505677587490693,"[1486, 1]",1229,760,521,Backyard Picks,1
Page_10_28,27,https://ak1.ostkcdn.com/images/products/9242256/L16408450.jpg?imwidth=480&impolicy=medium,"(230, 230, 223)",0.7965109126251815,"(175, 174, 163)",0.20348908737481847,"[604, 3]",25,1536,1388,Floral Amaranth,3
Page_10_29,28,https://ak1.ostkcdn.com/images/products/27983665/L33098716.jpg?imwidth=480&impolicy=medium,"(242, 242, 241)",0.7893369528730096,"(169, 167, 164)",0.2106630471269904,"[2828, 1]",426,912,441,Coffee Serenity,1
Page_10_30,29,https://ak1.ostkcdn.com/images/products/11484013/L18438351.jpg?imwidth=480&impolicy=medium,"(225, 219, 217)",0.9349961001205416,"(214, 206, 207)",0.06500389987945827,"[1342, 1]",431,203,1748,Days for Weddings,1
Page_10_31,30,https://ak1.ostkcdn.com/images/products/9273410/L16437094.jpg?imwidth=480&impolicy=medium,"(239, 235, 220)",0.9934258932730781,"(252, 251, 252)",0.006574106726922054,"[151, 3]",1215,381,1768,Sweet Cotton Sugar,3
Page_10_32,31,https://ak1.ostkcdn.com/images/products/23432840/L28951502.jpg?imwidth=480&impolicy=medium,"(232, 230, 228)",0.6656911112969311,"(173, 165, 160)",0.3343088887030688,"[257, 2]",1327,1448,1042,Dew on Petals,2
Page_10_33,32,https://ak1.ostkcdn.com/images/products/22611718/L28223214.jpg?imwidth=480&impolicy=medium,"(144, 96, 17)",0.6549074291603829,"(192, 151, 33)",0.34509257083961714,"[1138, 0]",11,455,1516,Autumn Swim,0
Page_10_34,33,https://ak1.ostkcdn.com/images/products/18778843/L24849092.jpg?imwidth=480&impolicy=medium,"(199, 153, 133)",0.5101146234440763,"(251, 248, 246)",0.4898853765559237,"[2183, 1]",5,110,462,Marlboro Man,1
Page_10_35,34,https://ak1.ostkcdn.com/images/products/20301064/L26178834.jpg?imwidth=480&impolicy=medium,"(215, 211, 208)",0.6380319528623899,"(113, 104, 109)",0.36196804713761016,"[3094, 0]",1256,889,7,Fox in Snow,0
Page_10_36,35,https://ak1.ostkcdn.com/images/products/22544211/L28163389.jpg?imwidth=480&impolicy=medium,"(252, 252, 252)",0.6415880127482914,"(168, 163, 159)",0.3584119872517086,"[1241, 3]",162,203,760,Cherry Blossom Branch,3
Page_10_37,36,https://ak1.ostkcdn.com/images/products/12114879/L18975541.jpg?imwidth=480&impolicy=medium,"(229, 229, 226)",0.7514444744039136,"(175, 175, 170)",0.24855552559608646,"[2696, 1]",307,1162,968,Brickwall Boulevard,1
Page_10_38,37,https://ak1.ostkcdn.com/images/products/7576265/7576265/Sweet-Serona-18-inch-Brown-Decorative-Pillows-Set-of-2-L15004367.jpeg?imwidth=480&impolicy=medium,"(68, 54, 45)",0.6034789320615843,"(89, 74, 62)",0.3965210679384157,"[2893, 1]",1666,1474,855,Roasted and Aromatic,1
Page_10_39,38,https://ak1.ostkcdn.com/images/products/9777034/L16946987.jpg?imwidth=480&impolicy=medium,"(188, 158, 138)",0.6802567266660692,"(202, 208, 219)",0.3197432733339308,"[1313, 1]",1514,1530,343,Fey Attraction,1
Page_10_40,39,https://ak1.ostkcdn.com/images/products/23620408/L29118172.jpg?imwidth=480&impolicy=medium,"(173, 169, 132)",0.5209395775219042,"(243, 240, 231)",0.4790604224780958,"[1190, 1]",854,1516,147,Lunar Cat Mischief,1
Page_10_41,40,https://ak1.ostkcdn.com/images/products/22426000/L28058164.jpg?imwidth=480&impolicy=medium,"(220, 212, 206)",0.7451480951561099,"(189, 172, 163)",0.2548519048438901,"[1320, 1]",1806,1587,1186,Blooming Blossoms,1
Page_10_42,41,https://ak1.ostkcdn.com/images/products/7913133/L15291540.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6798914921918368,"(83, 83, 83)",0.32010850780816325,"[684, 0]",1539,1181,912,Morning Sun,0
Page_10_43,42,https://ak1.ostkcdn.com/images/products/26640829/L31893230.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.8307566892253667,"(26, 38, 52)",0.16924331077463328,"[684, 0]",1785,1167,102,Morning Sun,0
Page_10_44,43,https://ak1.ostkcdn.com/images/products/9769698/L16939855.jpg?imwidth=480&impolicy=medium,"(43, 43, 43)",0.5031930764331766,"(254, 254, 254)",0.4968069235668234,"[387, 0]",105,424,889,Violet Plume,0
Page_10_45,44,https://ak1.ostkcdn.com/images/products/26960118/L32182344.jpg?imwidth=480&impolicy=medium,"(223, 214, 205)",0.5310696604490673,"(195, 161, 149)",0.4689303395509327,"[470, 0]",161,242,1587,Coffee Craving,0
Page_10_46,45,https://ak1.ostkcdn.com/images/products/14947676/L21452433.jpg?imwidth=480&impolicy=medium,"(218, 219, 222)",0.5933953831804757,"(118, 94, 73)",0.4066046168195243,"[1585, 3]",1048,1207,1404,Backyard Daisies,3
Page_10_47,46,https://ak1.ostkcdn.com/images/products/10359962/L17467882.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.518697143423187,"(158, 174, 182)",0.481302856576813,"[684, 0]",687,381,306,Morning Sun,0
Page_10_48,47,https://ak1.ostkcdn.com/images/products/12545822/L19348267.jpg?imwidth=480&impolicy=medium,"(251, 251, 250)",0.7453655800640164,"(167, 156, 147)",0.2546344199359836,"[342, 1]",1459,1474,1394,Style and Grace,1
Page_10_49,48,https://ak1.ostkcdn.com/images/products/28311741/L33389192.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5536657980786006,"(186, 50, 116)",0.4463342019213993,"[684, 0]",462,1414,365,Morning Sun,0
Page_10_50,49,https://ak1.ostkcdn.com/images/products/23591790/L29092244.jpg?imwidth=480&impolicy=medium,"(17, 44, 28)",0.5377464669094616,"(254, 254, 254)",0.4622535330905384,"[1903, 1]",1034,1770,479,With the Wind,1
Page_10_51,50,https://ak1.ostkcdn.com/images/products/12032991/L18905495.jpg?imwidth=480&impolicy=medium,"(171, 153, 129)",0.6120299592596765,"(123, 104, 80)",0.3879700407403234,"[1370, 2]",577,847,1105,Living Staples,2
Page_10_52,51,https://ak1.ostkcdn.com/images/products/21030680/L26819432.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6219569127682654,"(63, 33, 25)",0.3780430872317346,"[684, 0]",1141,1259,563,Morning Sun,0
Page_10_53,52,https://ak1.ostkcdn.com/images/products/21235485/L27000320.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5260093946977503,"(16, 32, 46)",0.4739906053022496,"[684, 0]",141,1516,1459,Morning Sun,0
Page_10_54,53,https://ak1.ostkcdn.com/images/products/L17660623ir.jpg?imwidth=480&impolicy=medium,"(51, 26, 11)",0.5830781155474895,"(148, 77, 49)",0.4169218844525106,"[940, 2]",936,900,123,Cotton Candy,2
Page_10_55,54,https://ak1.ostkcdn.com/images/products/9273409/L16437093.jpg?imwidth=480&impolicy=medium,"(239, 236, 229)",0.9977398029839828,"(251, 250, 251)",0.00226019701601735,"[274, 0]",1748,270,1109,Hello There Neighbor,0
Page_10_56,55,https://ak1.ostkcdn.com/images/products/11468671/L18425136.jpg?imwidth=480&impolicy=medium,"(245, 244, 243)",0.7757671926861934,"(167, 159, 152)",0.22423280731380654,"[428, 1]",1666,1031,1313,Hint of Spice,1
Page_10_57,56,https://ak1.ostkcdn.com/images/products/10359973/L17467884.jpg?imwidth=480&impolicy=medium,"(140, 59, 104)",0.5125336485735853,"(254, 254, 254)",0.4874663514264146,"[1936, 1]",1666,240,110,Flowers for You,1
Page_10_58,57,https://ak1.ostkcdn.com/images/products/28274699/L33356127.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.6232522818981819,"(123, 91, 69)",0.3767477181018181,"[684, 0]",828,900,1516,Morning Sun,0
Page_10_59,58,https://ak1.ostkcdn.com/images/products/8698503/L15950110.jpg?imwidth=480&impolicy=medium,"(254, 254, 254)",0.5844006147540983,"(137, 28, 24)",0.4155993852459016,"[684, 0]",1201,441,162,Morning Sun,0
Page_10_60,59,https://ak1.ostkcdn.com/images/products/11483987/L18438340.jpg?imwidth=480&impolicy=medium,"(249, 249, 248)",0.6495875938795685,"(224, 224, 229)",0.35041240612043145,"[1486, 1]",593,123,912,Backyard Picks,1
Page_11_1,0,https://ak1.ostkcdn.com/images/products/27983657/L33098713.jpg?imwidth=480&impolicy=medium,"(245, 243, 239)",0.7573828711924601,"(21, 22, 26)",0.24261712880754,"[473, 1]",1034,1414,970,Hint of Rose,1
